Term,Category,Reasoning,Original_Label,NLD
metamorphic,Rock,"The NLD defines a type of rock, which is a solid consolidated Earth Material, aligning with the GeoCore Rock category.",ROCHA,"A metamorphic rock is a rock that originates from the transformation of a pre-existing rock type, the protolith, in response to changes in temperature, pressure, and chemically active fluids. This process, known as metamorphism, causes profound changes in the mineralogy and texture of the protolith while it remains in a solid state."
bacia,Geological Object,"The NLD describes a basin as a large-scale geological depression generated by subsidence, which fits the definition of a distinct entity created by a geological process.",BACIA,"A basin is a large-scale geological depression that undergoes long-term subsidence, allowing for the accumulation and preservation of a thick sequence of sediments."
bacias de campos,Depositional System,"The NLD describes the Campos Basin as a large-scale petroleum basin containing multiple accumulations like turbidite sandstones and carbonates, which fits the definition of an aggregate of depositional units.",BACIA,"The Campos Basin is a prolific offshore petroleum basin on the southeastern Brazilian continental margin that contains significant post-salt and pre-salt hydrocarbon accumulations. Formed during the Early Cretaceous rifting of the South Atlantic, it has historically been Brazil's main oil-producing region. Its primary reservoirs consist of Tertiary deep-water turbidite sandstones and the Aptian pre-salt microbial and coquina carbonates."
shearing,Geological Process,"The NLD explicitly defines shearing as a 'process' that deforms and changes the shape of a rock body, which aligns with the definition of a Geological Process that modifies a Geological Object.",ESTRUTURA_FISICA,"Shearing is a deformation that results from shear stress acting parallel to a surface, causing contiguous parts of a rock body to slip past one another. This process produces a change in the shape of the rock body, often without changing its volume, and is the primary mechanism for the formation of structures such as faults and ductile shear zones."
zone,Geological Object,"The NLD defines a zone as a 'three-dimensional body of rock' with specific attributes that differentiate it, which aligns with the definition of a Geological Object as a rigid entity with its own identity criteria.",ESTRUTURA_FISICA,"A zone is a three-dimensional body of rock that possesses a specific set of attributes, such as lithology, fossil content, or petrophysical properties, which differentiate it from adjacent rock units."
oceanic,site,"The NLD defines a 'paleoenvironment' or 'setting' which is a three-dimensional region whose boundaries are determined in relation to other material entities (the continental shelf), matching the definition of a site.",PALEOAMBIENTE,"An oceanic paleoenvironment is a depositional paleoenvironment that corresponds to deep marine settings located seaward of the continental shelf break. It is characterized by low-energy conditions, typically below both the photic zone and the storm wave base. Sedimentation in this environment is dominated by the slow accumulation of fine-grained pelagic and hemipelagic particles with minimal direct terrigenous input."
Formação Camboriú,Geological Object,"The NLD defines the term as a 'lithostratigraphic unit,' which is a body of rock with its own identity and unity, fitting the definition of a Geological Object.",UNIDADE_LITO,"The Camboriú Formation is an Aptian lithostratigraphic unit of formational rank that constitutes the basal succession of the Santos Basin's rift sequence. It is characterized by a predominance of volcanic and volcaniclastic rocks, such as basalts and breccias, interlayered with continental siliciclastic deposits. This unit represents the initial magmatic stage associated with the continental rifting that preceded the opening of the South Atlantic Ocean."
Neocomian,Geological Time Interval,"The NLD defines the term as a 'chronostratigraphic unit' that encompasses several geological stages, which is a temporal region within geological time.",UNIDADE_CRONO,"The Neocomian is an informal chronostratigraphic unit of the Lower Cretaceous that encompasses the Berriasian, Valanginian, Hauterivian, and Barremian stages. This unit corresponds to the main rift phase of the South Atlantic, during which the key pre-salt source rocks and carbonate reservoirs were deposited in the Brazilian marginal basins."
Barremian,Geological Time Interval,"The NLD defines the term as a 'geologic age' and explicitly as a 'time interval' with a defined start and end, which aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Barremian is a geologic age of the Early Cretaceous Epoch that follows the Hauterivian Age and precedes the Aptian Age. It corresponds to the Barremian Stage of the Lower Cretaceous Series, spanning the time interval from approximately 126.3 to 121.4 million years ago. In the context of Brazilian geology, this age is critical as it encompasses the deposition of the main lacustrine source rocks and carbonate reservoirs of the Pre-Salt succession."
Neo-Barremian,Geological Time Interval,"The NLD defines the term as a 'geochronological sub-age' and an 'interval' within the geological time scale, which directly corresponds to the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Neo-Barremian is a geochronological sub-age that comprises the final part of the Barremian Age of the Early Cretaceous Epoch. This interval is particularly significant in the context of Brazilian marginal basins, as it corresponds to the main depositional phase of the microbial carbonate reservoirs of the Pre-Salt. It is chronostratigraphically equivalent to the Upper Barremian Substage."
laminites,Sedimentary Rock,The NLD explicitly defines the term as a 'fine-grained sedimentary rock' characterized by fine layers.,ROCHA,"Laminites are a fine-grained sedimentary rock that is characterized by a sequence of parallel, millimeter- to sub-millimeter-scale layers, known as laminae. These layers are distinguished by variations in composition, such as grain size, mineralogy, or organic matter content, which typically reflect cyclical changes in depositional conditions. In carbonate systems, particularly lacustrine settings like the Brazilian Pre-Salt, laminites are frequently of microbial origin and can form significant reservoir intervals."
transitional,site,"The NLD describes a depositional environment as a location or region situated at an interface where specific geological processes occur and systems are formed, which fits the definition of a site.",PALEOAMBIENTE,"A transitional paleoenvironment is a depositional environment that is situated at the interface between continental and marine realms, subject to the combined influence of both terrestrial and marine processes. It encompasses depositional systems such as deltas, estuaries, lagoons, and tidal flats."
marinho raso,Geological Process,"The NLD defines this term as a depositional environment characterized by the high-energy processes, such as wave and tide action, that control sediment deposition.",PALEOAMBIENTE,"Um paleoambiente marinho raso é um ambiente deposicional localizado na plataforma continental que é caracterizado por águas rasas, geralmente dentro da zona fótica e acima do nível de base de onda de bom tempo. Este ambiente é dominado por processos de alta energia, como a ação de ondas e marés, controlando a deposição de sedimentos siliciclásticos e carbonáticos. A interação desses processos resulta em um registro estratigráfico complexo, frequentemente associado a importantes reservatórios de hidrocarbonetos."
limestone,Sedimentary Rock,"The NLD explicitly defines limestone as a 'carbonate sedimentary rock', which is a direct match for this category's definition.",ROCHA,"Limestone is a carbonate sedimentary rock that is composed of more than 50 percent calcium carbonate (CaCO₃) in the form of the minerals calcite or aragonite. It commonly forms in marine environments from the accumulation of skeletal fragments, direct chemical precipitation, or microbial activity. Limestones are a major component of the Brazilian Pre-Salt succession, where they constitute world-class hydrocarbon reservoirs."
formações Itapema,Depositional Unit,"The NLD describes the term as a 'lithostratigraphic unit' composed of carbonate deposits, which is a type of Depositional Unit recognizable at a mapping scale.",UNIDADE_LITO,"The Itapema Formation is an Aptian lithostratigraphic unit of the Guaratiba Group that is characterized by lacustrine carbonate deposits, primarily composed of coquinas and microbialites. This unit constitutes one of the main hydrocarbon reservoirs of the Pre-Salt succession in the Santos Basin. It is stratigraphically positioned above the Piçarras Formation and below the Barra Velha Formation."
formações piçarras,Depositional System,The NLD defines the term as a 'lithostratigraphic succession' which is an aggregate of mereotopologically linked depositional units.,UNIDADE_LITO,"Formações Piçarras is a lithostratigraphic succession that is predominantly composed of fine-grained siliciclastic rocks, such as shales and siltstones, deposited during the Albian-Cenomanian marine transgression. This post-rift unit occurs in several Brazilian marginal basins, notably Santos and Campos. It functions as the primary regional seal for the underlying Aptian salt and the pre-salt reservoirs."
lacustrine,Depositional System,"The NLD explicitly defines the term as a 'continental depositional system', which directly corresponds to this GeoReservoir category.",PALEOAMBIENTE,"A lacustrine paleoenvironment is a continental depositional system that encompasses the area of an inland body of standing water, such as a lake. Sedimentation is controlled by factors including climate, tectonic activity, and water chemistry, which can range from freshwater to hypersaline. Its deposits may include marginal siliciclastics and central, chemically or biogenically precipitated facies, such as the carbonates and evaporites characteristic of rift settings."
foraminíferos miliolídeos,Geological Object,"The NLD describes a fossil, which is a rigid physical entity with its own identity and unity criteria generated by geological processes, fitting the definition of a Geological Object.",FOSSEIS,"Foraminíferos miliolídeos são uma subordem de foraminíferos bentônicos que possuem uma testa imperfurada de calcita magnesiana com aparência de porcelana. Eles são caracterizados por um arranjo de câmaras tipicamente miliolino, no qual as câmaras são adicionadas em diferentes planos de enrolamento. Como fósseis, são importantes indicadores paleoambientais de plataformas carbonáticas marinhas rasas, quentes e de salinidade restrita."
gypsum,Earth Material,"The NLD defines gypsum as a mineral, which is a natural amount of solid matter generated by a geological process (precipitation), fitting the definition of an Earth Material.",MINERAIS,"Gypsum is a hydrous sulfate mineral that is chemically composed of calcium sulfate dihydrate (CaSO₄·2H₂O) and typically forms as an evaporite from the precipitation of hypersaline brines. It is characterized by a very low hardness of 2 on the Mohs scale, a monoclinic crystal system, and perfect cleavage in one direction."
Neoaptian,Geological Time Interval,"The NLD explicitly defines the term as a 'chronostratigraphic substage' and an 'interval', which corresponds to a temporal region within geological time.",UNIDADE_CRONO,"The Neoaptian is a chronostratigraphic substage that comprises the upper part of the Aptian Stage of the Lower Cretaceous Series. It follows the Eoaptian Substage and precedes the Albian Stage. This interval is particularly significant in the South Atlantic marginal basins, as it encompasses the deposition of the main sag-phase carbonate reservoirs of the Brazilian Pre-Salt."
Tachyhydrite,Sedimentary Rock,"The NLD explicitly defines the term as a 'monomineralic evaporite rock', which is a type of rock constituted by sedimentary particles (minerals from evaporation).",ROCHA,"Tachyhydrite is a monomineralic evaporite rock that is composed predominantly of the highly soluble and deliquescent mineral tachyhydrite (CaMg₂Cl₆·12H₂O). This rock is a significant component of the Aptian salt section in Brazilian Pre-Salt basins, where it is often interbedded with halite and carnallite. Its distinct physical properties present significant challenges for both drilling operations and seismic imaging."
marls,Sedimentary Rock,The NLD explicitly defines the term as a 'type of mixed sedimentary rock' that is consolidated.,ROCHA,"Marls are a type of mixed sedimentary rock that consists of a consolidated mixture of carbonate minerals, primarily calcite, and siliciclastic mud in roughly equal proportions, forming an intermediate lithology between a mudstone and a limestone."
Cenomanian,Geological Time Interval,"The NLD explicitly defines the term as a geologic age and a time interval spanning from 100.5 to 93.9 million years ago, which is the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Cenomanian is the earliest geologic age of the Late Cretaceous Epoch that is preceded by the Albian Age and followed by the Turonian Age. This time interval spans from approximately 100.5 to 93.9 million years ago. The corresponding chronostratigraphic unit, representing the rock record from this age, is known as the Cenomanian Stage."
FMI Itapema,Depositional Unit,"The NLD describes the Itapema Formation as a 'lithostratigraphic unit' composed of sedimentary deposits, which fits the definition of a recognizable, mappable Sedimentary Geological Object.",UNIDADE_LITO,"The Itapema Formation is a lithostratigraphic unit of the Guaratiba Group that is characterized by lacustrine carbonate deposits of Aptian age in the Santos Basin. Its main lithofacies are composed of coquinas (bioclastic limestones) and spherulitic limestones (microbialites), which were deposited in a saline alkaline lake system. This unit represents the basal section of the Pre-Salt carbonate succession and constitutes one of its most important petroleum reservoirs."
deposits,Sedimentary Geological Object,"The NLD defines a deposit as a body of geological material accumulated by sedimentary processes, which can be unconsolidated (like sediment) or become consolidated (sedimentary rock), fitting the definition of a Sedimentary Geological Object.",ROCHA,"A deposit is a body of naturally occurring geological material that has accumulated through physical, chemical, or biological sedimentary processes. It is composed of particles derived from pre-existing rocks, minerals precipitated from solution, or organic matter. Through burial and diagenesis, an unconsolidated deposit is transformed into a sedimentary rock."
magnesian clay,Sediment,"The NLD defines the term as an 'unconsolidated argillaceous material,' which directly aligns with the definition of Sediment as an unconsolidated Earth material.",NAO_CONSOLID,"A magnesian clay is an unconsolidated argillaceous material that is chemically precipitated and composed predominantly of magnesium-rich phyllosilicates. These minerals, such as stevensite or sepiolite, typically form in alkaline lacustrine environments characteristic of pre-salt depositional systems."
clay minerals,Earth Material,"The NLD defines clay minerals as a group of minerals, which is a natural amount of matter generated by a geological process (chemical weathering).",MINERAIS,"Clay minerals are a group of hydrous aluminum phyllosilicate minerals that are formed predominantly by the chemical weathering of other silicate minerals. They are characterized by their very fine particle size, typically less than 2 micrometers, and their ability to develop plasticity when mixed with a limited amount of water. Their layered crystal structure allows them to have a high cation exchange capacity, making them geochemically reactive and significant in both reservoir quality and drilling operations."
sublittoral,site,"The NLD defines a 'depositional environment' as a specific zone of the seafloor whose boundaries are determined in relation to other geological features, which aligns with the definition of a site.",PALEOAMBIENTE,A sublittoral paleoenvironment is a marine depositional environment that corresponds to the seafloor extending from the mean low water line to the edge of the continental shelf. This permanently submerged zone is characteristically situated below the fair-weather wave base but remains within the influence of storm processes. The resulting sedimentary record typically consists of fine-grained siliciclastics or neritic carbonates formed within the photic zone.
magnesian,quality,"The term describes a compositional characteristic ('significant content of magnesium') that inheres in a rock, which is a quality.",ROCHA,"A magnesian rock is a rock that is characterized by a significant content of magnesium, primarily incorporated into the crystal lattice of its constituent minerals. This element is a key component of carbonate minerals, such as dolomite and high-magnesium calcite, and of ferromagnesian silicates, such as olivine and pyroxene. The term is commonly used to describe carbonate rocks that are intermediate in composition between limestone and dolostone."
carbonate rocks,Sedimentary Rock,"The NLD explicitly defines the term as a type of sedimentary rock composed of carbonate minerals, which directly matches the Sedimentary Rock category definition.",ROCHA,"Carbonate rocks are sedimentary rocks that are composed of more than 50% carbonate minerals, primarily calcite and dolomite. These rocks typically form through the accumulation and lithification of biogenic skeletal fragments or by direct chemical precipitation from water. Limestone and dolostone are the principal types of carbonate rocks."
Upper Aptian,Geological Time Interval,"The NLD defines the term as a chronostratigraphic substage corresponding to rocks deposited 'during the Late Aptian Age', which is a specific interval within geological time.",UNIDADE_CRONO,"The Upper Aptian is a chronostratigraphic substage that comprises the upper part of the Aptian Stage, corresponding to all rocks deposited during the Late Aptian Age. It is positioned stratigraphically below the Albian Stage and above the Lower Aptian substage. In the South Atlantic marginal basins, this unit is particularly significant as it encompasses the main sag-phase carbonate reservoirs of the Pre-Salt succession."
Santos Namibe,Depositional System,"The NLD explicitly defines the term as a 'large, integrated depositional system' that encompasses multiple basins.",BACIA,"The Santos-Namibe Basin is a composite paleo-basin that represents the large, integrated depositional system spanning the Brazilian and West African margins prior to the complete opening of the South Atlantic Ocean. It encompasses the conjugate margins of the present-day Santos Basin in Brazil and the Namibe Basin in Angola and Namibia, which were contiguous during the Early Cretaceous. This system is defined by the extensive sag-phase lacustrine deposition that formed the prolific source rocks and microbial carbonate reservoirs of the Pre-Salt petroleum province."
Cenozoic,Geological Time Interval,"The NLD defines the term as a 'geochronologic era' and an 'interval of geologic time', which directly corresponds to the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Cenozoic is a geochronologic era of the Phanerozoic Eon that represents the current and most recent interval of geologic time, extending from the end of the Mesozoic Era approximately 66 million years ago to the present day. It is characterized by the diversification and dominance of mammals following the Cretaceous-Paleogene extinction event. This era is subdivided into the Paleogene, Neogene, and Quaternary periods."
ooliths,Geological Object,"The NLD describes ooliths as individual sedimentary grains, which are rigid entities with their own identity and unity criteria, fitting the definition of a Geological Object.",FOSSEIS,"Ooliths are a type of coated sedimentary grain that consists of concentric layers of a chemical precipitate, typically calcium carbonate, formed around a nucleus which is often a fossil fragment or bioclast."
oncoid,Sedimentary Geological Object,"The NLD defines an oncoid as an unattached, spheroidal object ('microbialite') formed by the accretion of microbial mats, fitting the definition of a geological object constituted by sedimentary material.",FOSSEIS,"An oncoid is an unattached, spheroidal microbialite that consists of irregular, concentric laminae formed by the accretion of microbial mats around a central nucleus."
calcirudite,Sedimentary Rock,"The NLD explicitly defines the term as a 'clastic carbonate rock' composed of carbonate grains, which fits the definition of a Sedimentary Rock.",MINERAIS,A calcirudite is a clastic carbonate rock that is predominantly composed of carbonate grains larger than two millimeters in diameter. It is the lithified equivalent of a carbonate gravel and is analogous to a conglomerate or breccia in siliciclastic terminology. These rocks are indicative of deposition in high-energy environments.
TOC,Depositional Unit,"The NLD describes TOC as a 'lithostratigraphic unit' and 'reservoir interval' composed of sedimentary facies, which aligns with the definition of a recognizable Sedimentary Geological Object.",UNIDADE_LITO,"TOC is an informal lithostratigraphic unit of the Barra Velha Formation that is defined by the association of microbialitic and bioclastic facies. It is primarily composed of tufas, spherulites (oncoids), and coquinas of bivalve and gastropod shells. This unit constitutes a significant reservoir interval within the Aptian lacustrine carbonate succession of the Santos Basin Pre-Salt."
carboniferous,Geological Time Interval,"The NLD explicitly defines the term as a 'geologic period' with a specific start and end time, which directly corresponds to the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Carboniferous is a geologic period of the Paleozoic Era that extends from approximately 358.9 to 298.9 million years ago, following the Devonian and preceding the Permian. It is named for the vast coal beds that were formed globally from the remains of extensive swamp forests. The corresponding rocks deposited during this time constitute the Carboniferous System."
